#Date Day Month Year Weekday Weeknum LeapYear
10/27/2006 27 10 2006 6 43 0
10/28/2006 28 10 2006 7 43 0
10/29/2006 29 10 2006 1 43 0
10/30/2006 30 10 2006 2 44 0
10/31/2006 31 10 2006 3 44 0
11/01/2006 1 11 2006 4 44 0
11/02/2006 2 11 2006 5 44 0
11/03/2006 3 11 2006 6 44 0
11/04/2006 4 11 2006 7 44 0
11/05/2006 5 11 2006 1 44 0
11/06/2006 6 11 2006 2 45 0
11/07/2006 7 11 2006 3 45 0
11/08/2006 8 11 2006 4 45 0
11/09/2006 9 11 2006 5 45 0
11/10/2006 10 11 2006 6 45 0
11/11/2006 11 11 2006 7 45 0
11/12/2006 12 11 2006 1 45 0
11/13/2006 13 11 2006 2 46 0
11/14/2006 14 11 2006 3 46 0
11/15/2006 15 11 2006 4 46 0
11/16/2006 16 11 2006 5 46 0
11/17/2006 17 11 2006 6 46 0
11/18/2006 18 11 2006 7 46 0
11/19/2006 19 11 2006 1 46 0
11/20/2006 20 11 2006 2 47 0
11/21/2006 21 11 2006 3 47 0
11/22/2006 22 11 2006 4 47 0
11/23/2006 23 11 2006 5 47 0
11/24/2006 24 11 2006 6 47 0
11/25/2006 25 11 2006 7 47 0
11/26/2006 26 11 2006 1 47 0
11/27/2006 27 11 2006 2 48 0
11/28/2006 28 11 2006 3 48 0
11/29/2006 29 11 2006 4 48 0
11/30/2006 30 11 2006 5 48 0
12/01/2006 1 12 2006 6 48 0
12/02/2006 2 12 2006 7 48 0
12/03/2006 3 12 2006 1 48 0
12/04/2006 4 12 2006 2 49 0
12/05/2006 5 12 2006 3 49 0
12/06/2006 6 12 2006 4 49 0
12/07/2006 7 12 2006 5 49 0
12/08/2006 8 12 2006 6 49 0
12/09/2006 9 12 2006 7 49 0
12/10/2006 10 12 2006 1 49 0
12/11/2006 11 12 2006 2 50 0
12/12/2006 12 12 2006 3 50 0
12/13/2006 13 12 2006 4 50 0
12/14/2006 14 12 2006 5 50 0
12/15/2006 15 12 2006 6 50 0
12/16/2006 16 12 2006 7 50 0
12/17/2006 17 12 2006 1 50 0
12/18/2006 18 12 2006 2 51 0
12/19/2006 19 12 2006 3 51 0
12/20/2006 20 12 2006 4 51 0
12/21/2006 21 12 2006 5 51 0
12/22/2006 22 12 2006 6 51 0
12/23/2006 23 12 2006 7 51 0
12/24/2006 24 12 2006 1 51 0
12/25/2006 25 12 2006 2 52 0
12/26/2006 26 12 2006 3 52 0
12/27/2006 27 12 2006 4 52 0
12/28/2006 28 12 2006 5 52 0
12/29/2006 29 12 2006 6 52 0
12/30/2006 30 12 2006 7 52 0
12/31/2006 31 12 2006 1 52 0
01/01/2007 1 1 2007 2 1 0
01/02/2007 2 1 2007 3 1 0
01/03/2007 3 1 2007 4 1 0
01/04/2007 4 1 2007 5 1 0
01/05/2007 5 1 2007 6 1 0
01/06/2007 6 1 2007 7 1 0
01/07/2007 7 1 2007 1 1 0
01/08/2007 8 1 2007 2 2 0
01/09/2007 9 1 2007 3 2 0
01/10/2007 10 1 2007 4 2 0
01/11/2007 11 1 2007 5 2 0
01/12/2007 12 1 2007 6 2 0
01/13/2007 13 1 2007 7 2 0
01/14/2007 14 1 2007 1 2 0
01/15/2007 15 1 2007 2 3 0
01/16/2007 16 1 2007 3 3 0
01/17/2007 17 1 2007 4 3 0
01/18/2007 18 1 2007 5 3 0
01/19/2007 19 1 2007 6 3 0
01/20/2007 20 1 2007 7 3 0
01/21/2007 21 1 2007 1 3 0
01/22/2007 22 1 2007 2 4 0
01/23/2007 23 1 2007 3 4 0
01/24/2007 24 1 2007 4 4 0
01/25/2007 25 1 2007 5 4 0
01/26/2007 26 1 2007 6 4 0
01/27/2007 27 1 2007 7 4 0
01/28/2007 28 1 2007 1 4 0
01/29/2007 29 1 2007 2 5 0
01/30/2007 30 1 2007 3 5 0
01/31/2007 31 1 2007 4 5 0
02/01/2007 1 2 2007 5 5 0
02/02/2007 2 2 2007 6 5 0
02/03/2007 3 2 2007 7 5 0
02/04/2007 4 2 2007 1 5 0
02/05/2007 5 2 2007 2 6 0
02/06/2007 6 2 2007 3 6 0
02/07/2007 7 2 2007 4 6 0
02/08/2007 8 2 2007 5 6 0
02/09/2007 9 2 2007 6 6 0
02/10/2007 10 2 2007 7 6 0
02/11/2007 11 2 2007 1 6 0
02/12/2007 12 2 2007 2 7 0
02/13/2007 13 2 2007 3 7 0
02/14/2007 14 2 2007 4 7 0
02/15/2007 15 2 2007 5 7 0
02/16/2007 16 2 2007 6 7 0
02/17/2007 17 2 2007 7 7 0
02/18/2007 18 2 2007 1 7 0
02/19/2007 19 2 2007 2 8 0
02/20/2007 20 2 2007 3 8 0
02/21/2007 21 2 2007 4 8 0
02/22/2007 22 2 2007 5 8 0
02/23/2007 23 2 2007 6 8 0
02/24/2007 24 2 2007 7 8 0
02/25/2007 25 2 2007 1 8 0
02/26/2007 26 2 2007 2 9 0
02/27/2007 27 2 2007 3 9 0
02/28/2007 28 2 2007 4 9 0
03/01/2007 1 3 2007 5 9 0
03/02/2007 2 3 2007 6 9 0
03/03/2007 3 3 2007 7 9 0
03/04/2007 4 3 2007 1 9 0
03/05/2007 5 3 2007 2 10 0
03/06/2007 6 3 2007 3 10 0
03/07/2007 7 3 2007 4 10 0
03/08/2007 8 3 2007 5 10 0
03/09/2007 9 3 2007 6 10 0
03/10/2007 10 3 2007 7 10 0
03/11/2007 11 3 2007 1 10 0
03/12/2007 12 3 2007 2 11 0
03/13/2007 13 3 2007 3 11 0
03/14/2007 14 3 2007 4 11 0
03/15/2007 15 3 2007 5 11 0
03/16/2007 16 3 2007 6 11 0
03/17/2007 17 3 2007 7 11 0
03/18/2007 18 3 2007 1 11 0
03/19/2007 19 3 2007 2 12 0
03/20/2007 20 3 2007 3 12 0
03/21/2007 21 3 2007 4 12 0
03/22/2007 22 3 2007 5 12 0
03/23/2007 23 3 2007 6 12 0
03/24/2007 24 3 2007 7 12 0
03/25/2007 25 3 2007 1 12 0
03/26/2007 26 3 2007 2 13 0
03/27/2007 27 3 2007 3 13 0
03/28/2007 28 3 2007 4 13 0
03/29/2007 29 3 2007 5 13 0
03/30/2007 30 3 2007 6 13 0
03/31/2007 31 3 2007 7 13 0
04/01/2007 1 4 2007 1 13 0
04/02/2007 2 4 2007 2 14 0
04/03/2007 3 4 2007 3 14 0
04/04/2007 4 4 2007 4 14 0
04/05/2007 5 4 2007 5 14 0
04/06/2007 6 4 2007 6 14 0
04/07/2007 7 4 2007 7 14 0
04/08/2007 8 4 2007 1 14 0
04/09/2007 9 4 2007 2 15 0
04/10/2007 10 4 2007 3 15 0
04/11/2007 11 4 2007 4 15 0
04/12/2007 12 4 2007 5 15 0
04/13/2007 13 4 2007 6 15 0
04/14/2007 14 4 2007 7 15 0
04/15/2007 15 4 2007 1 15 0
04/16/2007 16 4 2007 2 16 0
04/17/2007 17 4 2007 3 16 0
04/18/2007 18 4 2007 4 16 0
04/19/2007 19 4 2007 5 16 0
04/20/2007 20 4 2007 6 16 0
04/21/2007 21 4 2007 7 16 0
04/22/2007 22 4 2007 1 16 0
04/23/2007 23 4 2007 2 17 0
04/24/2007 24 4 2007 3 17 0
04/25/2007 25 4 2007 4 17 0
04/26/2007 26 4 2007 5 17 0
04/27/2007 27 4 2007 6 17 0
04/28/2007 28 4 2007 7 17 0
04/29/2007 29 4 2007 1 17 0
04/30/2007 30 4 2007 2 18 0
05/01/2007 1 5 2007 3 18 0
05/02/2007 2 5 2007 4 18 0
05/03/2007 3 5 2007 5 18 0
05/04/2007 4 5 2007 6 18 0
05/05/2007 5 5 2007 7 18 0
05/06/2007 6 5 2007 1 18 0
05/07/2007 7 5 2007 2 19 0
05/08/2007 8 5 2007 3 19 0
05/09/2007 9 5 2007 4 19 0
05/10/2007 10 5 2007 5 19 0
05/11/2007 11 5 2007 6 19 0
05/12/2007 12 5 2007 7 19 0
05/13/2007 13 5 2007 1 19 0
05/14/2007 14 5 2007 2 20 0
05/15/2007 15 5 2007 3 20 0
05/16/2007 16 5 2007 4 20 0
05/17/2007 17 5 2007 5 20 0
05/18/2007 18 5 2007 6 20 0
05/19/2007 19 5 2007 7 20 0
05/20/2007 20 5 2007 1 20 0
05/21/2007 21 5 2007 2 21 0
05/22/2007 22 5 2007 3 21 0
05/23/2007 23 5 2007 4 21 0
05/24/2007 24 5 2007 5 21 0
05/25/2007 25 5 2007 6 21 0
05/26/2007 26 5 2007 7 21 0
05/27/2007 27 5 2007 1 21 0
05/28/2007 28 5 2007 2 22 0
05/29/2007 29 5 2007 3 22 0
05/30/2007 30 5 2007 4 22 0
05/31/2007 31 5 2007 5 22 0
06/01/2007 1 6 2007 6 22 0
06/02/2007 2 6 2007 7 22 0
06/03/2007 3 6 2007 1 22 0
06/04/2007 4 6 2007 2 23 0
06/05/2007 5 6 2007 3 23 0
06/06/2007 6 6 2007 4 23 0
06/07/2007 7 6 2007 5 23 0
06/08/2007 8 6 2007 6 23 0
06/09/2007 9 6 2007 7 23 0
06/10/2007 10 6 2007 1 23 0
06/11/2007 11 6 2007 2 24 0
06/12/2007 12 6 2007 3 24 0
06/13/2007 13 6 2007 4 24 0
06/14/2007 14 6 2007 5 24 0
06/15/2007 15 6 2007 6 24 0
06/16/2007 16 6 2007 7 24 0
06/17/2007 17 6 2007 1 24 0
06/18/2007 18 6 2007 2 25 0
06/19/2007 19 6 2007 3 25 0
06/20/2007 20 6 2007 4 25 0
06/21/2007 21 6 2007 5 25 0
06/22/2007 22 6 2007 6 25 0
06/23/2007 23 6 2007 7 25 0
06/24/2007 24 6 2007 1 25 0
06/25/2007 25 6 2007 2 26 0
06/26/2007 26 6 2007 3 26 0
06/27/2007 27 6 2007 4 26 0
06/28/2007 28 6 2007 5 26 0
06/29/2007 29 6 2007 6 26 0
06/30/2007 30 6 2007 7 26 0
07/01/2007 1 7 2007 1 26 0
07/02/2007 2 7 2007 2 27 0
07/03/2007 3 7 2007 3 27 0
07/04/2007 4 7 2007 4 27 0
07/05/2007 5 7 2007 5 27 0
07/06/2007 6 7 2007 6 27 0
07/07/2007 7 7 2007 7 27 0
07/08/2007 8 7 2007 1 27 0
07/09/2007 9 7 2007 2 28 0
07/10/2007 10 7 2007 3 28 0
07/11/2007 11 7 2007 4 28 0
07/12/2007 12 7 2007 5 28 0
07/13/2007 13 7 2007 6 28 0
07/14/2007 14 7 2007 7 28 0
07/15/2007 15 7 2007 1 28 0
07/16/2007 16 7 2007 2 29 0
07/17/2007 17 7 2007 3 29 0
07/18/2007 18 7 2007 4 29 0
07/19/2007 19 7 2007 5 29 0
07/20/2007 20 7 2007 6 29 0
07/21/2007 21 7 2007 7 29 0
07/22/2007 22 7 2007 1 29 0
07/23/2007 23 7 2007 2 30 0
07/24/2007 24 7 2007 3 30 0
07/25/2007 25 7 2007 4 30 0
07/26/2007 26 7 2007 5 30 0
07/27/2007 27 7 2007 6 30 0
07/28/2007 28 7 2007 7 30 0
07/29/2007 29 7 2007 1 30 0
07/30/2007 30 7 2007 2 31 0
07/31/2007 31 7 2007 3 31 0
08/01/2007 1 8 2007 4 31 0
08/02/2007 2 8 2007 5 31 0
08/03/2007 3 8 2007 6 31 0
08/04/2007 4 8 2007 7 31 0
08/05/2007 5 8 2007 1 31 0
08/06/2007 6 8 2007 2 32 0
08/07/2007 7 8 2007 3 32 0
08/08/2007 8 8 2007 4 32 0
08/09/2007 9 8 2007 5 32 0
08/10/2007 10 8 2007 6 32 0
08/11/2007 11 8 2007 7 32 0
08/12/2007 12 8 2007 1 32 0
08/13/2007 13 8 2007 2 33 0
08/14/2007 14 8 2007 3 33 0
08/15/2007 15 8 2007 4 33 0
08/16/2007 16 8 2007 5 33 0
08/17/2007 17 8 2007 6 33 0
08/18/2007 18 8 2007 7 33 0
08/19/2007 19 8 2007 1 33 0
08/20/2007 20 8 2007 2 34 0
08/21/2007 21 8 2007 3 34 0
08/22/2007 22 8 2007 4 34 0
08/23/2007 23 8 2007 5 34 0
08/24/2007 24 8 2007 6 34 0
08/25/2007 25 8 2007 7 34 0
08/26/2007 26 8 2007 1 34 0
08/27/2007 27 8 2007 2 35 0
08/28/2007 28 8 2007 3 35 0
08/29/2007 29 8 2007 4 35 0
08/30/2007 30 8 2007 5 35 0
08/31/2007 31 8 2007 6 35 0
09/01/2007 1 9 2007 7 35 0
09/02/2007 2 9 2007 1 35 0
09/03/2007 3 9 2007 2 36 0
09/04/2007 4 9 2007 3 36 0
09/05/2007 5 9 2007 4 36 0
09/06/2007 6 9 2007 5 36 0
09/07/2007 7 9 2007 6 36 0
09/08/2007 8 9 2007 7 36 0
09/09/2007 9 9 2007 1 36 0
09/10/2007 10 9 2007 2 37 0
09/11/2007 11 9 2007 3 37 0
09/12/2007 12 9 2007 4 37 0
09/13/2007 13 9 2007 5 37 0
09/14/2007 14 9 2007 6 37 0
09/15/2007 15 9 2007 7 37 0
09/16/2007 16 9 2007 1 37 0
09/17/2007 17 9 2007 2 38 0
09/18/2007 18 9 2007 3 38 0
09/19/2007 19 9 2007 4 38 0
09/20/2007 20 9 2007 5 38 0
09/21/2007 21 9 2007 6 38 0
09/22/2007 22 9 2007 7 38 0
09/23/2007 23 9 2007 1 38 0
09/24/2007 24 9 2007 2 39 0
09/25/2007 25 9 2007 3 39 0
09/26/2007 26 9 2007 4 39 0
09/27/2007 27 9 2007 5 39 0
09/28/2007 28 9 2007 6 39 0
09/29/2007 29 9 2007 7 39 0
09/30/2007 30 9 2007 1 39 0
10/01/2007 1 10 2007 2 40 0
10/02/2007 2 10 2007 3 40 0
10/03/2007 3 10 2007 4 40 0
10/04/2007 4 10 2007 5 40 0
10/05/2007 5 10 2007 6 40 0
10/06/2007 6 10 2007 7 40 0
10/07/2007 7 10 2007 1 40 0
10/08/2007 8 10 2007 2 41 0
10/09/2007 9 10 2007 3 41 0
10/10/2007 10 10 2007 4 41 0
10/11/2007 11 10 2007 5 41 0
10/12/2007 12 10 2007 6 41 0
10/13/2007 13 10 2007 7 41 0
10/14/2007 14 10 2007 1 41 0
10/15/2007 15 10 2007 2 42 0
10/16/2007 16 10 2007 3 42 0
10/17/2007 17 10 2007 4 42 0
10/18/2007 18 10 2007 5 42 0
10/19/2007 19 10 2007 6 42 0
10/20/2007 20 10 2007 7 42 0
10/21/2007 21 10 2007 1 42 0
10/22/2007 22 10 2007 2 43 0
10/23/2007 23 10 2007 3 43 0
10/24/2007 24 10 2007 4 43 0
10/25/2007 25 10 2007 5 43 0
10/26/2007 26 10 2007 6 43 0
10/27/2007 27 10 2007 7 43 0
10/28/2007 28 10 2007 1 43 0
10/29/2007 29 10 2007 2 44 0
10/30/2007 30 10 2007 3 44 0
10/31/2007 31 10 2007 4 44 0
11/01/2007 1 11 2007 5 44 0
11/02/2007 2 11 2007 6 44 0
11/03/2007 3 11 2007 7 44 0
11/04/2007 4 11 2007 1 44 0
11/05/2007 5 11 2007 2 45 0
11/06/2007 6 11 2007 3 45 0
11/07/2007 7 11 2007 4 45 0
11/08/2007 8 11 2007 5 45 0
11/09/2007 9 11 2007 6 45 0
11/10/2007 10 11 2007 7 45 0
11/11/2007 11 11 2007 1 45 0
11/12/2007 12 11 2007 2 46 0
11/13/2007 13 11 2007 3 46 0
11/14/2007 14 11 2007 4 46 0
11/15/2007 15 11 2007 5 46 0
11/16/2007 16 11 2007 6 46 0
11/17/2007 17 11 2007 7 46 0
11/18/2007 18 11 2007 1 46 0
11/19/2007 19 11 2007 2 47 0
11/20/2007 20 11 2007 3 47 0
11/21/2007 21 11 2007 4 47 0
11/22/2007 22 11 2007 5 47 0
11/23/2007 23 11 2007 6 47 0
11/24/2007 24 11 2007 7 47 0
11/25/2007 25 11 2007 1 47 0
11/26/2007 26 11 2007 2 48 0
11/27/2007 27 11 2007 3 48 0
11/28/2007 28 11 2007 4 48 0
11/29/2007 29 11 2007 5 48 0
11/30/2007 30 11 2007 6 48 0
12/01/2007 1 12 2007 7 48 0
12/02/2007 2 12 2007 1 48 0
12/03/2007 3 12 2007 2 49 0
12/04/2007 4 12 2007 3 49 0
12/05/2007 5 12 2007 4 49 0
12/06/2007 6 12 2007 5 49 0
12/07/2007 7 12 2007 6 49 0
12/08/2007 8 12 2007 7 49 0
12/09/2007 9 12 2007 1 49 0
12/10/2007 10 12 2007 2 50 0
12/11/2007 11 12 2007 3 50 0
12/12/2007 12 12 2007 4 50 0
12/13/2007 13 12 2007 5 50 0
12/14/2007 14 12 2007 6 50 0
12/15/2007 15 12 2007 7 50 0
12/16/2007 16 12 2007 1 50 0
12/17/2007 17 12 2007 2 51 0
12/18/2007 18 12 2007 3 51 0
12/19/2007 19 12 2007 4 51 0
12/20/2007 20 12 2007 5 51 0
12/21/2007 21 12 2007 6 51 0
12/22/2007 22 12 2007 7 51 0
12/23/2007 23 12 2007 1 51 0
12/24/2007 24 12 2007 2 52 0
12/25/2007 25 12 2007 3 52 0
12/26/2007 26 12 2007 4 52 0
12/27/2007 27 12 2007 5 52 0
12/28/2007 28 12 2007 6 52 0
12/29/2007 29 12 2007 7 52 0
12/30/2007 30 12 2007 1 52 0
12/31/2007 31 12 2007 2 53 0
01/01/2008 1 1 2008 3 53 1
01/02/2008 2 1 2008 4 53 1
01/03/2008 3 1 2008 5 53 1
01/04/2008 4 1 2008 6 53 1
01/05/2008 5 1 2008 7 53 1
01/06/2008 6 1 2008 1 53 1
01/07/2008 7 1 2008 2 1 1
01/08/2008 8 1 2008 3 1 1
01/09/2008 9 1 2008 4 1 1
01/10/2008 10 1 2008 5 1 1
01/11/2008 11 1 2008 6 1 1
01/12/2008 12 1 2008 7 1 1
01/13/2008 13 1 2008 1 1 1
01/14/2008 14 1 2008 2 2 1
01/15/2008 15 1 2008 3 2 1
01/16/2008 16 1 2008 4 2 1
01/17/2008 17 1 2008 5 2 1
01/18/2008 18 1 2008 6 2 1
01/19/2008 19 1 2008 7 2 1
01/20/2008 20 1 2008 1 2 1
01/21/2008 21 1 2008 2 3 1
01/22/2008 22 1 2008 3 3 1
01/23/2008 23 1 2008 4 3 1
01/24/2008 24 1 2008 5 3 1
01/25/2008 25 1 2008 6 3 1
01/26/2008 26 1 2008 7 3 1
01/27/2008 27 1 2008 1 3 1
01/28/2008 28 1 2008 2 4 1
01/29/2008 29 1 2008 3 4 1
01/30/2008 30 1 2008 4 4 1
01/31/2008 31 1 2008 5 4 1
02/01/2008 1 2 2008 6 4 1
02/02/2008 2 2 2008 7 4 1
02/03/2008 3 2 2008 1 4 1
02/04/2008 4 2 2008 2 5 1
02/05/2008 5 2 2008 3 5 1
02/06/2008 6 2 2008 4 5 1
02/07/2008 7 2 2008 5 5 1
02/08/2008 8 2 2008 6 5 1
02/09/2008 9 2 2008 7 5 1
02/10/2008 10 2 2008 1 5 1
02/11/2008 11 2 2008 2 6 1
02/12/2008 12 2 2008 3 6 1
02/13/2008 13 2 2008 4 6 1
02/14/2008 14 2 2008 5 6 1
02/15/2008 15 2 2008 6 6 1
02/16/2008 16 2 2008 7 6 1
02/17/2008 17 2 2008 1 6 1
02/18/2008 18 2 2008 2 7 1
02/19/2008 19 2 2008 3 7 1
02/20/2008 20 2 2008 4 7 1
02/21/2008 21 2 2008 5 7 1
02/22/2008 22 2 2008 6 7 1
02/23/2008 23 2 2008 7 7 1
02/24/2008 24 2 2008 1 7 1
02/25/2008 25 2 2008 2 8 1
02/26/2008 26 2 2008 3 8 1
02/27/2008 27 2 2008 4 8 1
02/28/2008 28 2 2008 5 8 1
02/29/2008 29 2 2008 6 8 1
03/01/2008 1 3 2008 7 8 1
03/02/2008 2 3 2008 1 8 1
03/03/2008 3 3 2008 2 9 1
03/04/2008 4 3 2008 3 9 1
03/05/2008 5 3 2008 4 9 1
03/06/2008 6 3 2008 5 9 1
03/07/2008 7 3 2008 6 9 1
03/08/2008 8 3 2008 7 9 1
03/09/2008 9 3 2008 1 9 1
03/10/2008 10 3 2008 2 10 1
03/11/2008 11 3 2008 3 10 1
03/12/2008 12 3 2008 4 10 1
03/13/2008 13 3 2008 5 10 1
03/14/2008 14 3 2008 6 10 1
03/15/2008 15 3 2008 7 10 1
03/16/2008 16 3 2008 1 10 1
03/17/2008 17 3 2008 2 11 1
03/18/2008 18 3 2008 3 11 1
03/19/2008 19 3 2008 4 11 1
03/20/2008 20 3 2008 5 11 1
03/21/2008 21 3 2008 6 11 1
03/22/2008 22 3 2008 7 11 1
03/23/2008 23 3 2008 1 11 1
03/24/2008 24 3 2008 2 12 1
03/25/2008 25 3 2008 3 12 1
03/26/2008 26 3 2008 4 12 1
03/27/2008 27 3 2008 5 12 1
03/28/2008 28 3 2008 6 12 1
03/29/2008 29 3 2008 7 12 1
03/30/2008 30 3 2008 1 12 1
03/31/2008 31 3 2008 2 13 1
04/01/2008 1 4 2008 3 13 1
04/02/2008 2 4 2008 4 13 1
04/03/2008 3 4 2008 5 13 1
04/04/2008 4 4 2008 6 13 1
04/05/2008 5 4 2008 7 13 1
04/06/2008 6 4 2008 1 13 1
04/07/2008 7 4 2008 2 14 1
04/08/2008 8 4 2008 3 14 1
04/09/2008 9 4 2008 4 14 1
04/10/2008 10 4 2008 5 14 1
04/11/2008 11 4 2008 6 14 1
04/12/2008 12 4 2008 7 14 1
04/13/2008 13 4 2008 1 14 1
04/14/2008 14 4 2008 2 15 1
04/15/2008 15 4 2008 3 15 1
04/16/2008 16 4 2008 4 15 1
04/17/2008 17 4 2008 5 15 1
04/18/2008 18 4 2008 6 15 1
04/19/2008 19 4 2008 7 15 1
04/20/2008 20 4 2008 1 15 1
04/21/2008 21 4 2008 2 16 1
04/22/2008 22 4 2008 3 16 1
04/23/2008 23 4 2008 4 16 1
04/24/2008 24 4 2008 5 16 1
04/25/2008 25 4 2008 6 16 1
04/26/2008 26 4 2008 7 16 1
04/27/2008 27 4 2008 1 16 1
04/28/2008 28 4 2008 2 17 1
04/29/2008 29 4 2008 3 17 1
04/30/2008 30 4 2008 4 17 1
05/01/2008 1 5 2008 5 17 1
05/02/2008 2 5 2008 6 17 1
05/03/2008 3 5 2008 7 17 1
05/04/2008 4 5 2008 1 17 1
05/05/2008 5 5 2008 2 18 1
05/06/2008 6 5 2008 3 18 1
05/07/2008 7 5 2008 4 18 1
05/08/2008 8 5 2008 5 18 1
05/09/2008 9 5 2008 6 18 1
05/10/2008 10 5 2008 7 18 1
05/11/2008 11 5 2008 1 18 1
05/12/2008 12 5 2008 2 19 1
05/13/2008 13 5 2008 3 19 1
05/14/2008 14 5 2008 4 19 1
05/15/2008 15 5 2008 5 19 1
05/16/2008 16 5 2008 6 19 1
05/17/2008 17 5 2008 7 19 1
05/18/2008 18 5 2008 1 19 1
05/19/2008 19 5 2008 2 20 1
05/20/2008 20 5 2008 3 20 1
05/21/2008 21 5 2008 4 20 1
05/22/2008 22 5 2008 5 20 1
05/23/2008 23 5 2008 6 20 1
05/24/2008 24 5 2008 7 20 1
05/25/2008 25 5 2008 1 20 1
05/26/2008 26 5 2008 2 21 1
05/27/2008 27 5 2008 3 21 1
05/28/2008 28 5 2008 4 21 1
05/29/2008 29 5 2008 5 21 1
05/30/2008 30 5 2008 6 21 1
05/31/2008 31 5 2008 7 21 1
06/01/2008 1 6 2008 1 21 1
06/02/2008 2 6 2008 2 22 1
06/03/2008 3 6 2008 3 22 1
06/04/2008 4 6 2008 4 22 1
06/05/2008 5 6 2008 5 22 1
06/06/2008 6 6 2008 6 22 1
06/07/2008 7 6 2008 7 22 1
06/08/2008 8 6 2008 1 22 1
06/09/2008 9 6 2008 2 23 1
06/10/2008 10 6 2008 3 23 1
06/11/2008 11 6 2008 4 23 1
06/12/2008 12 6 2008 5 23 1
06/13/2008 13 6 2008 6 23 1
06/14/2008 14 6 2008 7 23 1
06/15/2008 15 6 2008 1 23 1
06/16/2008 16 6 2008 2 24 1
06/17/2008 17 6 2008 3 24 1
06/18/2008 18 6 2008 4 24 1
06/19/2008 19 6 2008 5 24 1
06/20/2008 20 6 2008 6 24 1
06/21/2008 21 6 2008 7 24 1
06/22/2008 22 6 2008 1 24 1
06/23/2008 23 6 2008 2 25 1
06/24/2008 24 6 2008 3 25 1
06/25/2008 25 6 2008 4 25 1
06/26/2008 26 6 2008 5 25 1
06/27/2008 27 6 2008 6 25 1
06/28/2008 28 6 2008 7 25 1
06/29/2008 29 6 2008 1 25 1
06/30/2008 30 6 2008 2 26 1
07/01/2008 1 7 2008 3 26 1
07/02/2008 2 7 2008 4 26 1
07/03/2008 3 7 2008 5 26 1
07/04/2008 4 7 2008 6 26 1
07/05/2008 5 7 2008 7 26 1
07/06/2008 6 7 2008 1 26 1
07/07/2008 7 7 2008 2 27 1
07/08/2008 8 7 2008 3 27 1
07/09/2008 9 7 2008 4 27 1
07/10/2008 10 7 2008 5 27 1
07/11/2008 11 7 2008 6 27 1
07/12/2008 12 7 2008 7 27 1
07/13/2008 13 7 2008 1 27 1
07/14/2008 14 7 2008 2 28 1
07/15/2008 15 7 2008 3 28 1
07/16/2008 16 7 2008 4 28 1
07/17/2008 17 7 2008 5 28 1
07/18/2008 18 7 2008 6 28 1
07/19/2008 19 7 2008 7 28 1
07/20/2008 20 7 2008 1 28 1
07/21/2008 21 7 2008 2 29 1
07/22/2008 22 7 2008 3 29 1
07/23/2008 23 7 2008 4 29 1
07/24/2008 24 7 2008 5 29 1
07/25/2008 25 7 2008 6 29 1
07/26/2008 26 7 2008 7 29 1
07/27/2008 27 7 2008 1 29 1
07/28/2008 28 7 2008 2 30 1
07/29/2008 29 7 2008 3 30 1
07/30/2008 30 7 2008 4 30 1
07/31/2008 31 7 2008 5 30 1
08/01/2008 1 8 2008 6 30 1
08/02/2008 2 8 2008 7 30 1
08/03/2008 3 8 2008 1 30 1
08/04/2008 4 8 2008 2 31 1
08/05/2008 5 8 2008 3 31 1
08/06/2008 6 8 2008 4 31 1
08/07/2008 7 8 2008 5 31 1
08/08/2008 8 8 2008 6 31 1
08/09/2008 9 8 2008 7 31 1
08/10/2008 10 8 2008 1 31 1
08/11/2008 11 8 2008 2 32 1
08/12/2008 12 8 2008 3 32 1
08/13/2008 13 8 2008 4 32 1
08/14/2008 14 8 2008 5 32 1
08/15/2008 15 8 2008 6 32 1
08/16/2008 16 8 2008 7 32 1
08/17/2008 17 8 2008 1 32 1
08/18/2008 18 8 2008 2 33 1
08/19/2008 19 8 2008 3 33 1
08/20/2008 20 8 2008 4 33 1
08/21/2008 21 8 2008 5 33 1
08/22/2008 22 8 2008 6 33 1
08/23/2008 23 8 2008 7 33 1
08/24/2008 24 8 2008 1 33 1
08/25/2008 25 8 2008 2 34 1
08/26/2008 26 8 2008 3 34 1
08/27/2008 27 8 2008 4 34 1
08/28/2008 28 8 2008 5 34 1
08/29/2008 29 8 2008 6 34 1
08/30/2008 30 8 2008 7 34 1
08/31/2008 31 8 2008 1 34 1
09/01/2008 1 9 2008 2 35 1
09/02/2008 2 9 2008 3 35 1
09/03/2008 3 9 2008 4 35 1
09/04/2008 4 9 2008 5 35 1
09/05/2008 5 9 2008 6 35 1
09/06/2008 6 9 2008 7 35 1
09/07/2008 7 9 2008 1 35 1
09/08/2008 8 9 2008 2 36 1
09/09/2008 9 9 2008 3 36 1
09/10/2008 10 9 2008 4 36 1
09/11/2008 11 9 2008 5 36 1
09/12/2008 12 9 2008 6 36 1
09/13/2008 13 9 2008 7 36 1
09/14/2008 14 9 2008 1 36 1
09/15/2008 15 9 2008 2 37 1
09/16/2008 16 9 2008 3 37 1
09/17/2008 17 9 2008 4 37 1
09/18/2008 18 9 2008 5 37 1
09/19/2008 19 9 2008 6 37 1
09/20/2008 20 9 2008 7 37 1
09/21/2008 21 9 2008 1 37 1
09/22/2008 22 9 2008 2 38 1
09/23/2008 23 9 2008 3 38 1
